Input sequence (ground truth),Input sequence (masked),Masked tokens,Number of masked tokens,Duplicate count
Wat maakte 2018 memorabel? Een serie verhalen waarin we terugblikken en vooruitkijken aan de hand van de grote en kleine gebeurtenissen.,Wat maakte 2018 memorabel? Een serie verhalen waarin we terugblikken en vooruitkijken aan <extra_id_0> de grote en kleine gebeurtenissen.,['de hand van'],3,8
In de rubriek Van wieg tot graf vertelt journalist Jeroen de Valk het levensverhaal van een onlangs overleden stads- of streekgenoot. Vandaag het leven van,In de rubriek Van wieg tot graf vertelt journalist Jeroen de Valk het levensverhaal van een onlangs overleden stads- of <extra_id_0> van,['streekgenoot. Vandaag het leven'],4,8
De transfermarkt is begin deze maand geopend. Mis tot en met 31 januari niets van alle geruchten en voltooide transfers in onze dagelijkse rubriek TransferTalk.,De transfermarkt is begin deze maand geopend. Mis tot en met 31 januari niets van alle geruchten en voltooide transfers in onze <extra_id_0>,['dagelijkse rubriek TransferTalk.'],4,8
Het zicht van Amersfoort en omliggende plaatsen verandert. Ton Blom brengt die verandering in beeld met historische foto's uit zijn archief. Dit keer de,Het zicht van Amersfoort en omliggende plaatsen verandert. Ton Blom brengt die verandering in <extra_id_0> uit zijn archief. Dit keer de,"[""beeld met historische foto's""]",4,8
"Het voetbal ligt op Duitsland na in alle grote competities nog stil, maar ondanks de coronacrisis gaan de zaken en vooral de transfergeruchten gewoon door. In TransferTalk houden we alle geruchten bij. Lees hier al het transfernieuws van de voorbije dagen en weken terug.","Het voetbal ligt op Duitsland <extra_id_0> competities nog stil, maar ondanks de coronacrisis gaan de zaken en vooral de <extra_id_1> In TransferTalk houden we alle geruchten bij. Lees hier al het transfernieuws van de voorbije dagen en weken terug.","['na in alle grote', 'transfergeruchten gewoon door.']",7,8
"</a> in <a href=""https://twitter.com/hashtag/Utrecht?src=hash&amp;ref_src=twsrc%5Etfw"">#Utrecht</a>","</a> in <a href=""https://twitter.com/hashtag/Utrecht?src=hash&amp;ref_src=twsrc%5Etfw"">#Utrecht</a>",[],1,8
Elke straat heeft een verhaal. En iedere inwoner van het Waterweggebied ook. Ger van Veen belicht elke week een andere straat en haar bewoners.,Elke straat heeft een verhaal. En iedere inwoner <extra_id_0> Ger van Veen belicht elke week een andere straat en haar bewoners.,['van het Waterweggebied ook.'],4,8
"Kaf & KorenWekelijks worden we bedolven onder de nieuwe films, boeken, muziek, festivals, dvds en games. Tijd om het kaf van het koren te scheiden. Met deze week:","Kaf & KorenWekelijks worden we bedolven onder de nieuwe films, boeken, muziek, festivals, dvds en games. Tijd om het kaf <extra_id_0> scheiden. Met deze week:",['van het koren te'],4,8
Neuropsycholoog Chantal van der Leest bekijkt onze gedragingen op de werkvloer: wie of wat bepaalt onze dagelijkse beslissingen? Vandaag:,Neuropsycholoog Chantal van der Leest bekijkt onze gedragingen <extra_id_0> wie of wat bepaalt onze dagelijkse beslissingen? Vandaag:,['op de werkvloer:'],3,8
"In de rubriek Jan en alleman maken bekende en onbekende Hagenaars zich op voor de komst van de nieuwe burgemeester Jan van Zanen, die op 1 juli zijn werk begint. Vandaag","In de rubriek Jan en alleman maken bekende en onbekende Hagenaars zich <extra_id_0> van de nieuwe burgemeester Jan van Zanen, die op 1 juli zijn werk begint. Vandaag",['op voor de komst'],5,8
Er komt geen extra onderzoek in de strafzaak tegen Geert Wilders rond zijn minder-Marokkanenuitspraken. Dat heeft het gerechtshof vanmorgen besloten. Daarmee komt er na zes jaar een einde aan de zaak. De PVV-leider kreeg het laatste woord.,Er komt geen extra <extra_id_0> strafzaak tegen Geert Wilders rond zijn <extra_id_1> het gerechtshof vanmorgen besloten. Daarmee komt er na zes jaar een einde aan de zaak. De PVV-leider kreeg het laatste woord.,"['onderzoek in de', 'minder-Marokkanenuitspraken. Dat heeft']",6,8
"Officieel is de transfermarkt in Nederland pas vanaf 1 juni open, maar veel clubs hebben al meerdere aanwinsten al binnen. In dit overzicht houden we alle inkomende en uitgaande transfers van de eredivisieclubs bij.",Officieel is de transfermarkt in Nederland pas vanaf 1 <extra_id_0> clubs hebben al meerdere aanwinsten al binnen. In dit overzicht houden we alle inkomende en uitgaande transfers van de eredivisieclubs bij.,"['juni open, maar veel']",5,8
Journaliste Lisanne van Sadelhoff schrijft elke vrijdag over haar leven in de stad Utrecht. Dit keer over,Journaliste Lisanne van Sadelhoff <extra_id_0> over haar leven in de stad Utrecht. Dit keer over,['schrijft elke vrijdag'],3,8
"Het Zeeuwse nieuws van vandaag gemist? Geen probleem, wij zetten de belangrijkste onderwerpen nog even voor je op een rij. Dit was het nieuws van","Het Zeeuwse nieuws van vandaag gemist? Geen probleem, wij zetten de <extra_id_0> voor je op een rij. Dit was het nieuws van",['belangrijkste onderwerpen nog even'],4,8
"In de interviewserie Vissen met Jan, praat verslaggever Jan Hoedeman elke week met een politicus over het leven en de politiek.","In <extra_id_0> met Jan, praat verslaggever Jan Hoedeman elke week met een politicus over het leven en de politiek.",['de interviewserie Vissen'],3,8
"Het aantal coronabesmettingen in Nederland blijft maar stijgen. De afgelopen 24 uur telde het RIVM 601 nieuwe coronabesmettingen. Dat is een forse stijging ten opzichte van gisteren, toen het aantal positieve tests op 426 uitkwam.","Het aantal coronabesmettingen in Nederland blijft maar stijgen. De afgelopen 24 uur telde het RIVM 601 nieuwe coronabesmettingen. Dat is een forse stijging ten opzichte van gisteren, toen het aantal positieve <extra_id_0>",['tests op 426 uitkwam.'],5,8
Toen & NuElke week zet Paula Swieringa twee fotos naast elkaar: een van lang geleden en een recente foto. Wat is er in de tussentijd veranderd? Deze week: de,Toen & NuElke week zet Paula Swieringa twee fotos naast elkaar: een van lang geleden en een recente foto. Wat is er in de tussentijd <extra_id_0>,['veranderd? Deze week: de'],4,8
"Onze voetbalexpert Maarten Wijffels verkeert als jeugdspeler en journalist al bijna een leven lang in het Nederlandse profvoetbal. In Kijk op voetbal signaleert hij de laatste trends, ontwikkelingen en andere opmerkelijke zaken op de velden van wereldsport nummer 1. Vandaag:","Onze voetbalexpert Maarten <extra_id_0> jeugdspeler en journalist al bijna een leven lang in het Nederlandse profvoetbal. In Kijk op voetbal signaleert hij de laatste trends, ontwikkelingen <extra_id_1> zaken op de velden van wereldsport nummer 1. Vandaag:","['Wijffels verkeert als', 'en andere opmerkelijke']",6,8
". Om reacties te plaatsen en te bekijken, is Javascript nodig. Momenteel staat dit in je browser uitgeschakeld. Schakel Javascript in om een reactie te plaatsen of de reacties te lezen. Blijf je deze melding houden? Neem dan contact op met onze klantenservice",". Om reacties te plaatsen en te bekijken, <extra_id_0> Momenteel staat dit in je browser uitgeschakeld. Schakel <extra_id_1> een reactie te plaatsen of de reacties te lezen. Blijf je deze melding houden? Neem dan contact op met onze klantenservice","['is Javascript nodig.', 'Javascript in om']",6,8
Sandra Phlippen is hoofd Nederland bij het economisch bureau van ABN Amro en universitair docent aan de Erasmus School of Economics.,Sandra Phlippen is hoofd Nederland <extra_id_0> bureau van ABN Amro en universitair docent aan de Erasmus School of Economics.,['bij het economisch'],3,8
"Wekelijks portretteren we iemand met een opmerkelijke passie, die verder gaat dan het traditionele postzegels verzamelen. Vandaag:","Wekelijks portretteren we iemand <extra_id_0> passie, die verder gaat dan het traditionele postzegels verzamelen. Vandaag:",['met een opmerkelijke'],3,8
vele duizenden uren op internet aan het maken van een eigen evangelie. De inmiddels wereldberoemde,vele duizenden uren <extra_id_0> aan het maken van een eigen evangelie. De inmiddels wereldberoemde,['op internet'],2,8
"<a href=""https://twitter.com/hashtag/rtl7darts?src=hash&amp;ref_src=twsrc%5Etfw"">#rtl7darts</a> <a href=""https://twitter.com/hashtag/darts?src=hash&amp;ref_src=twsrc%5Etfw"">#darts</a> <a href=""https://t.co/","<a href=""https://twitter.com/hashtag/rtl7darts?src=hash&amp;ref_src=twsrc%5Etfw"">#rtl7darts</a> <a href=""https://twitter.com/hashtag/darts?src=hash&amp;ref_src=twsrc%5Etfw"">#darts</a> <a href=""https://t.co/",[],1,8
"t. Gewoon in je eigen woonplaats gemaakt of misschien wel op honderden kilometers afstand. De grappigste, zonnigste of bijzonderste zomerfotos verschijnen in de krant. Alle inzenders maken kans op een mooie prijs.","t. Gewoon in je eigen woonplaats gemaakt of misschien wel op honderden kilometers afstand. De grappigste, zonnigste of bijzonderste zomerfotos verschijnen in de krant. Alle inzenders maken kans <extra_id_0>",['op een mooie prijs.'],5,8
; Iedere week beschouwt verslaggever Maarten Venderbosch het nieuws van de voorbije dagen vanuit een persoonlijke blik. Vandaag:,; Iedere week beschouwt verslaggever Maarten Venderbosch het <extra_id_0> voorbije dagen vanuit een persoonlijke blik. Vandaag:,['nieuws van de'],3,8
"Advocaat Peter Schouten en misdaadverslaggever Peter R. de Vries staan klaar om kroongetuige Nabil B. bij te staan. Dat hebben zij vanmiddag bekendgemaakt tijdens een persconferentie. Nabil B., die getuigt tegen de liquidatiebende van Ridouan Taghi, zit op dit moment zonder juridische bijstand. Het OM verzet zich tegen de rol die De Vries wil spelen.","Advocaat Peter Schouten en misdaadverslaggever Peter R. de Vries staan klaar om kroongetuige Nabil B. bij te staan. Dat hebben zij vanmiddag bekendgemaakt tijdens een persconferentie. Nabil <extra_id_0> de liquidatiebende van Ridouan Taghi, zit op dit moment zonder juridische bijstand. Het OM verzet zich tegen de <extra_id_1> wil spelen.","['B., die getuigt tegen', 'rol die De Vries']",8,8
Columniste Angela de Jong schrijft vijf keer per week een column over wat haar opvalt op televisie.,Columniste Angela de Jong schrijft <extra_id_0> week een column over wat haar opvalt op televisie.,['vijf keer per'],3,8
"Terwijl het voetbal in de Europese topcompetities weer volop bezig is, draait de transfergeruchtenmolen als nooit tevoren. In TransferTalk houden we alles bij in binnen- en buitenland, van done deals tot de transfergeruchten.","Terwijl het voetbal in de Europese topcompetities weer volop bezig is, draait de transfergeruchtenmolen als <extra_id_0> houden we alles bij in binnen- en buitenland, van done deals tot de transfergeruchten.",['nooit tevoren. In TransferTalk'],5,8
"lockquote class=""twitter-tweet"" lang=""nl""><p lang=""nl"" dir=""ltr""><a href=""https://twitter.com/hashtag/","<extra_id_0> class=""twitter-tweet"" lang=""nl""><p lang=""nl"" dir=""ltr""><a href=""https://twitter.com/hashtag/",['lockquote'],1,8
. Ook vandaag houden we je in ons liveblog op de hoogte van het laatste coronanieuws. Lees hier het vorige liveblog terug.,. Ook vandaag houden we je in ons liveblog op de hoogte van het laatste coronanieuws. <extra_id_0> vorige liveblog terug.,['Lees hier het'],3,8
"Om reacties te plaatsen en te bekijken, is Javascript nodig. Momenteel staat dit in je browser uitgeschakeld. Schakel Javascript in om een reactie te plaatsen of de reacties te lezen. Blijf je deze melding houden? Neem dan contact op met onze klantenservice","Om reacties te plaatsen en te bekijken, <extra_id_0> Momenteel staat dit in je browser <extra_id_1> in om een reactie te plaatsen of de reacties te lezen. Blijf je deze melding houden? Neem dan contact op met onze klantenservice","['is Javascript nodig.', 'uitgeschakeld. Schakel Javascript']",6,8
april Het kabinet heeft in verband met het coronavirus drastische maatregelen genomen. Dit heeft ook gevolgen voor de regio Rivierenland. Volg de ontwikkelingen in de regio in ons blog. In ons dossier vind je alle artikelen over het coronavirus in de regio Rivierenland. Mist u iets? Tip de redactie: rl.redactie@ad.nl. 0,april Het kabinet heeft in verband met het coronavirus drastische maatregelen genomen. Dit heeft ook gevolgen <extra_id_0> Volg de ontwikkelingen in de regio in ons blog. In ons dossier vind je alle <extra_id_1> in de regio Rivierenland. Mist u iets? Tip de redactie: rl.redactie@ad.nl. 0,"['voor de regio Rivierenland.', 'artikelen over het coronavirus']",8,8
"<a href=""https://twitter.com/hashtag/AustrianGP?src=hash&ref_src=twsrc%5Etfw"">#AustrianGP</a>  <a href=""https://twitter.com/hashtag/F1?src=hash&ref_src=twsrc%5Etfw"">#F1</a> <a href=""https://t.co/","<a href=""https://twitter.com/hashtag/AustrianGP?src=hash&ref_src=twsrc%5Etfw"">#AustrianGP</a> <a href=""https://twitter.com/hashtag/F1?src=hash&ref_src=twsrc%5Etfw"">#F1</a> <a href=""https://t.co/",[],1,8
"i In de wekelijkse showrubriek Het Geheim Van... vragen we Nederlandse celebrities een boekje open te doen over hun verslavingen, gekke gewoontes en andere dingen die we nog niet van ze weten. Deze week","i In de wekelijkse showrubriek Het Geheim Van... vragen we Nederlandse <extra_id_0> te doen over hun verslavingen, gekke gewoontes en andere dingen die we nog niet van ze weten. Deze week",['celebrities een boekje open'],5,8
"Terwijl het voetbal in de Europese topcompetities weer bezig is, draait de transfergeruchtenmolen als nooit tevoren. In TransferTalk houden we alles bij.","<extra_id_0> in de Europese topcompetities weer bezig is, draait de transfergeruchtenmolen als nooit tevoren. In TransferTalk houden we alles bij.",['Terwijl het voetbal'],3,7
"en onvoorspelbaar. Zo omschrijft een oudere broer Josef B. (58) met wie hij al tien jaar geen contact meer heeft. De zestiger is allerminst verbaasd over het drama in Ruinerwold. ,,Josef had een zeer sterke overredingskracht, zegt hij tegen deze krant.","en onvoorspelbaar. Zo omschrijft een oudere broer Josef B. (58) met wie <extra_id_0> jaar geen contact meer heeft. De zestiger is allerminst verbaasd over het drama in Ruinerwold. ,,Josef had een zeer sterke <extra_id_1> tegen deze krant.","['hij al tien', 'overredingskracht, zegt hij']",6,7
"Wat doet een...Wie ons banenlandschap bekijkt, ziet bijzondere functies voorbijkomen. Een field service engineer, een lab technician of een assemblagemedewerker: we hebben ze blijkbaar hard nodig, maar waarvoor en waarom? In deze serie vertelt elke week iemand over zijn of haar beroep. Vandaag:","Wat doet een...Wie ons banenlandschap bekijkt, ziet bijzondere functies <extra_id_0> service engineer, een lab <extra_id_1> assemblagemedewerker: we hebben ze blijkbaar hard nodig, maar waarvoor en waarom? In deze serie vertelt elke week iemand over zijn of haar beroep. Vandaag:","['voorbijkomen. Een field', 'technician of een']",6,7
Het is zomer. Dat betekent dat de redacties van AD De Dordtenaar en AD Rivierenland op zoek gaan naar de leukste en mooiste zomerfotos. Opnieuw kr,Het is zomer. Dat betekent dat de redacties van AD De Dordtenaar en AD Rivierenland op zoek gaan <extra_id_0> mooiste zomerfotos. Opnieuw kr,['naar de leukste en'],4,7
"9,3 procent minder dan in 2018, blijkt uit een analyse van politiecijfers van de afgelopen twee jaar door adviesplatform Independer.","9,3 procent minder dan in 2018, blijkt uit een analyse <extra_id_0> de afgelopen twee jaar door adviesplatform Independer.",['van politiecijfers van'],3,7
"De Koninklijke Nederlandse Redding Maatschappij heeft de zoektocht naar een 14-jarig meisje uit Duitsland, dat",De Koninklijke Nederlandse Redding Maatschappij heeft de zoektocht naar een 14-jarig meisje <extra_id_0> dat,"['uit Duitsland,']",2,7
"<a href=""https://twitter.com/hashtag/Wilders?src=hash&amp;ref_src=twsrc%5Etfw"">#Wilders</a> <a href=""https://twitter.com/hashtag/","<a href=""https://twitter.com/hashtag/Wilders?src=hash&amp;ref_src=twsrc%5Etfw"">#Wilders</a> <a href=""https://twitter.com/hashtag/",[],1,7
"estuurders van de Metropoolregio Rotterdam/Den Haag, de provincie Zuid-Holland en de gemeente Rotterdam","estuurders van de Metropoolregio Rotterdam/Den Haag, de provincie Zuid-Holland <extra_id_0> gemeente Rotterdam",['en de'],2,7
