Unnamed: 0,Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg),Title
41.0,seq41-0,small,"In iedereen schuilt een Lucifer Misschien is de verbeelding van de banaliteit van het kwaad wel de grootste uitdaging van de literatuur.  Maar dat het raadsel van het kwaad wordt opgelost, daarvoor hoeft niemand bang te zijn, stelt Arnold Heumakers vast na lezing van sthetik des Bsen",In iedereen schuilt een Lucifer Misschien is de verbeelding van de banaliteit van het kwaad wel de grootste uitdaging van de literatuur. Maar dat het raadsel van het kwaad <extra_id_0> niemand <extra_id_1> stelt Arnold Heumakers vast na lezing van sthetik des Bsen,"In iedereen schuilt een Lucifer Misschien is de verbeelding van de banaliteit van het kwaad wel de grootste uitdaging van de literatuur. Maar dat het raadsel van het kwaad van niemand is, stelt Arnold Heumakers vast na lezing van sthetik des Bsen","['wordt opgelost', 'daarvoor hoeft', 'bang te zijn,']","['van', 'is,']",7,15.0,1,"[1.0, 1.0]",1.0,nrc
42.0,seq42-0,small,`Laat eigen net voor publieke omroepen los' Programma's van publieke omroepen moeten voortaan op alle drie de netten kunnen worden uitgezonden.  Omroepen hebben dan geen eigen net meer,`Laat eigen net voor publieke omroepen los' Programma's van publieke omroepen moeten voortaan op alle drie de netten kunnen worden uitgezonden. Omroepen <extra_id_0> net meer,`Laat eigen net voor publieke omroepen los' Programma's van publieke omroepen moeten voortaan op alle drie de netten kunnen worden uitgezonden. Omroepen moeten net meer,['hebben dan geen eigen'],['moeten'],4,15.0,1,[0.8571428571428571],0.86,nrc
43.0,seq43-0,small,In Greendale gebeurt nooit wat Vorig jaar maakte Neil Young een veelgeroemd conceptalbum over het fictieve dorpje Greendale.  De muziek heeft hij nu van film voorzien,In Greendale gebeurt nooit wat Vorig jaar maakte Neil Young een veelgeroemd conceptalbum over het fictieve dorpje Greendale. De muziek <extra_id_0> film voorzien,In Greendale gebeurt nooit wat Vorig jaar maakte Neil Young een veelgeroemd conceptalbum over het fictieve dorpje Greendale. De muziek is van een film voorzien,['heeft hij nu van'],['is van een'],4,15.0,1,[0.75],0.75,nrc
45.0,seq45-0,small,"Berlusconi moet aartsrivaal betalen De Italiaanse premier Silvio Berlusconi moet een schadevergoeding van 560 miljoen euro betalen aan zijn zakelijke aartsrivaal Carlo De Benedetti.  De rechtbank in Milaan bevestigde daarmee dat de Italiaanse premier in 1991 een rechter heeft omgekocht, om zich Mondadori toe te eigenen, de grootste uitgeverij Itali","Berlusconi moet aartsrivaal betalen De Italiaanse premier Silvio Berlusconi moet een schadevergoeding van 560 miljoen <extra_id_0> zijn zakelijke aartsrivaal Carlo De Benedetti. De rechtbank <extra_id_1> bevestigde daarmee dat de Italiaanse premier in 1991 een rechter heeft omgekocht, om zich Mondadori <extra_id_2> de grootste uitgeverij Itali","Berlusconi moet aartsrivaal betalen De Italiaanse premier Silvio Berlusconi moet een schadevergoeding van 560 miljoen euro betalen voor zijn zakelijke aartsrivaal Carlo De Benedetti. De rechtbank Brescia bevestigde daarmee dat de Italiaanse premier in 1991 een rechter heeft omgekocht, om zich Mondadori de grootste uitgeverij Itali","['euro betalen aan', 'in Milaan', 'toe te eigenen,']","['euro betalen voor', 'Brescia', '']",8,15.0,1,"[0.23529411764705882, 0.8888888888888888, 1.0]",0.71,nrc
46.0,seq46-0,small,"Een meerderheid van de burgers in de wereld heeft geen vertrouwen in politieke leiders.  Dit blijkt uit de Gallup-enqute `De stem van het volk', die is uitgevoerd in opdracht van het Wereld Economisch Forum","Een meerderheid van de burgers in <extra_id_0> heeft geen vertrouwen in politieke leiders. Dit blijkt uit de Gallup-enqute <extra_id_1> het volk', die is uitgevoerd in opdracht van het Wereld Economisch Forum","Een meerderheid van de burgers in Nederland heeft geen vertrouwen in politieke leiders. Dit blijkt uit de Gallup-enqute 'De politieke leider van het volk', die is uitgevoerd in opdracht van het Wereld Economisch Forum","['de wereld', '`De stem van']","['Nederland', ""'De politieke leider van""]",5,15.0,1,"[0.6666666666666666, 0.625]",0.65,nrc
47.0,seq47-0,small,De olympische lobby kent geen grenzen In Kopenhagen wordt morgen besloten welke stad de Olympische Spelen van 2016 mag organiseren.  Chicago is favoriet,De olympische lobby kent geen grenzen In Kopenhagen <extra_id_0> welke stad de Olympische Spelen van 2016 mag organiseren. Chicago is favoriet,De olympische lobby kent geen grenzen In Kopenhagen is niet duidelijk welke stad de Olympische Spelen van 2016 mag organiseren. Chicago is favoriet,['wordt morgen besloten'],['is niet duidelijk'],3,15.0,1,[0.9047619047619048],0.9,nrc
48.0,seq48-0,small,"Clinton had bloedprop achter rechteroor, zal volledig herstellen Clinton in juli van dit jaar.  Foto AFP / Karen Bleier De bloedprop die gevonden is bij Hillary Clinton zit tussen haar hersenen en schedel, achter het rechteroor","Clinton <extra_id_0> rechteroor, zal <extra_id_1> Clinton in juli van dit jaar. Foto AFP / Karen Bleier De bloedprop die gevonden is bij Hillary Clinton zit tussen haar hersenen en schedel, achter het rechteroor","Clinton is rechteroor, zal vervolgens worden gevonden bij Clinton in juli van dit jaar. Foto AFP / Karen Bleier De bloedprop die gevonden is bij Hillary Clinton zit tussen haar hersenen en schedel, achter het rechteroor","['had bloedprop achter', 'volledig herstellen']","['is', 'vervolgens worden gevonden bij']",5,15.0,1,"[1.0, 0.7333333333333333]",0.87,nrc
49.0,seq49-0,small,"Het was een slecht jaar voor de Europese banken, maar gelukkig ook weer niet zo heel slecht.  Geen enkele beursgenoteerde bank viel om, hoewel twee Duitse banken, Schmidt Bank en Bankgesellschaft Berlin, op de rand van de afgrond stonden","Het was een slecht jaar voor de Europese banken, maar gelukkig ook weer niet zo heel slecht. Geen enkele beursgenoteerde bank viel om, hoewel twee Duitse banken, Schmidt Bank en Bankgesellschaft Berlin, <extra_id_0> van <extra_id_1>","Het was een slecht jaar voor de Europese banken, maar gelukkig ook weer niet zo heel slecht. Geen enkele beursgenoteerde bank viel om, hoewel twee Duitse banken, Schmidt Bank en Bankgesellschaft Berlin, de eerste van de beurs.","['op de rand', 'de afgrond stonden']","['de eerste', 'beurs.']",6,15.0,1,"[0.7, 0.8333333333333334]",0.77,nrc
51.0,seq51-0,small,"Wat rechercheurs niet lukte, kreeg tolk voor elkaar (Gerectificeerd) Een politietolk werkte mee aan grote onderzoeken naar Turkse georganiseerde misdaad.  Zelfs nadat hij door de AIVD was bestempeld als onbetrouwbaar","Wat rechercheurs niet lukte, kreeg tolk <extra_id_0> politietolk werkte mee aan grote onderzoeken naar Turkse georganiseerde misdaad. Zelfs nadat hij door de AIVD was bestempeld als onbetrouwbaar","Wat rechercheurs niet lukte, kreeg tolk niet. Een politietolk werkte mee aan grote onderzoeken naar Turkse georganiseerde misdaad. Zelfs nadat hij door de AIVD was bestempeld als onbetrouwbaar",['voor elkaar (Gerectificeerd) Een'],['niet. Een'],4,15.0,1,[0.8125],0.81,nrc
52.0,seq52-0,small,"Doden door Zweedse band Het gebruik van de Zweedse band (vastbinden) in de gehandicaptenzorg is ,, beneden de maat''","Doden <extra_id_0> Het gebruik van de Zweedse band (vastbinden) in de gehandicaptenzorg is ,, beneden de maat''","Doden Het gebruik van de Zweedse band (vastbinden) in de gehandicaptenzorg is ,, beneden de maat''",['door Zweedse band'],[''],3,15.0,1,[1.0],1.0,nrc
53.0,seq53-0,small,"Goed hoor, dat je hardloopt.  Maar je baas wordt gek van de blessures Ziekteverzuim is te makkelijk in Nederland, zo vindt Kamerlid Anoushka Schut-Welkzijn (VVD)","Goed hoor, dat je hardloopt. Maar je baas wordt gek <extra_id_0> is te makkelijk in Nederland, zo vindt Kamerlid Anoushka Schut-Welkzijn (VVD)","Goed hoor, dat je hardloopt. Maar je baas wordt gek Dat is te makkelijk in Nederland, zo vindt Kamerlid Anoushka Schut-Welkzijn (VVD)",['van de blessures Ziekteverzuim'],['Dat'],4,15.0,1,[0.9333333333333333],0.93,nrc
54.0,seq54-0,small,Duitsland Binnen een week werden bij de Duitse natuurorganisatie Nabu 20. 000 dode of zieke pimpelmezen geregistreerd,Duitsland Binnen een week werden bij de Duitse natuurorganisatie Nabu 20. 000 dode of <extra_id_0>,Duitsland Binnen een week werden bij de Duitse natuurorganisatie Nabu 20. 000 dode of meer.,['zieke pimpelmezen geregistreerd'],['meer.'],3,15.0,1,[0.8709677419354839],0.87,nrc
55.0,seq55-0,small,"Banken benaderen klanten actief om hypotheek open te breken Om te voorkomen dat klanten weglopen, bieden banken klanten actief aan om de rente op hun hypotheek te verlagen.  Dat melden diverse hypotheekverstrekkers desgevraagd","Banken benaderen klanten actief om hypotheek <extra_id_0> breken Om te voorkomen dat klanten weglopen, bieden banken klanten actief aan om de rente op hun hypotheek te verlagen. Dat melden <extra_id_1>","Banken benaderen klanten actief om hypotheek te breken Om te voorkomen dat klanten weglopen, bieden banken klanten actief aan om de rente op hun hypotheek te verlagen. Dat melden banken.","['open te', 'diverse hypotheekverstrekkers desgevraagd']","['te', 'banken.']",5,15.0,1,"[0.7142857142857143, 0.9512195121951219]",0.83,nrc
56.0,seq56-0,small,"Adviesraad kraakt energiebeleid Rijk Het Nederlandse energiebeleid faalt door een gebrek aan visie bij de overheid.  De situatie is zorgelijk, zo stelt de Raad voor Ruimtelijk, Milieu- en Natuuronderzoek (RMNO)","Adviesraad kraakt energiebeleid Rijk Het Nederlandse energiebeleid faalt door een gebrek aan visie bij <extra_id_0> is zorgelijk, zo stelt de Raad voor Ruimtelijk, Milieu- en Natuuronderzoek (RMNO)","Adviesraad kraakt energiebeleid Rijk Het Nederlandse energiebeleid faalt door een gebrek aan visie bij het besluitvormingsproces. Het is zorgelijk, zo stelt de Raad voor Ruimtelijk, Milieu- en Natuuronderzoek (RMNO)",['de overheid. De situatie'],['het besluitvormingsproces. Het'],4,15.0,1,[0.8333333333333334],0.83,nrc
57.0,seq57-0,small,"AZ en Ajax verkleinen achterstand AZ is dankzij een gemakkelijke overwinning op FC Twente dit weekeinde twee punten ingelopen op lijstaanvoerder PSV, dat gelijkspeelde bij Feyenoord.  De Alkmaarse voetbalploeg, tweede in de competitie, wist zoals zo vaak dit seizoen ","AZ en Ajax verkleinen achterstand AZ is dankzij een gemakkelijke overwinning op FC Twente dit weekeinde twee punten ingelopen op lijstaanvoerder PSV, dat gelijkspeelde bij Feyenoord. <extra_id_0> tweede in de competitie, wist zoals zo <extra_id_1>","AZ en Ajax verkleinen achterstand AZ is dankzij een gemakkelijke overwinning op FC Twente dit weekeinde twee punten ingelopen op lijstaanvoerder PSV, dat gelijkspeelde bij Feyenoord. AZ was tweede in de competitie, wist zoals zo ANP","['De Alkmaarse voetbalploeg,', 'vaak dit seizoen']","['AZ was', 'ANP']",6,15.0,1,"[0.8846153846153846, 1.0]",0.94,nrc
58.0,seq58-0,small,Endemol lijft weer tv-maker in VS in Endemol breidt opnieuw uit in de Verenigde Staten.  Het Nederlandse mediabedrijf nam gisteren Authentic Entertainment over,Endemol lijft weer tv-maker in VS in Endemol breidt opnieuw uit in de Verenigde Staten. <extra_id_0> nam gisteren Authentic Entertainment over,Endemol lijft weer tv-maker in VS in Endemol breidt opnieuw uit in de Verenigde Staten. Endemol nam gisteren Authentic Entertainment over,['Het Nederlandse mediabedrijf'],['Endemol'],3,15.0,1,[0.8571428571428571],0.86,nrc
59.0,seq59-0,small,"De chaos op de grond zal er niet meteen door verdwijnen, maar al bij al stemt de resolutie tot enig optimisme.  Ze biedt het Iraakse volk de mogelijkheid een staat op te bouwen, vermindert de overheersende invloed van de Amerikaanse militairen en geeft de internationale troepenmacht de gelegenheid zich sterker dan voorheen te ontplooien als de vredes- en ordehandhavers die ze behoren te zijn","De chaos op de grond zal er niet meteen door verdwijnen, maar al bij al stemt de resolutie tot enig optimisme. Ze biedt het Iraakse volk de mogelijkheid een staat op te bouwen, vermindert de overheersende invloed van de Amerikaanse militairen en <extra_id_0> troepenmacht de gelegenheid zich sterker dan voorheen te ontplooien als <extra_id_1> die <extra_id_2> zijn","De chaos op de grond zal er niet meteen door verdwijnen, maar al bij al stemt de resolutie tot enig optimisme. Ze biedt het Iraakse volk de mogelijkheid een staat op te bouwen, vermindert de overheersende invloed van de Amerikaanse militairen en biedt de troepenmacht de gelegenheid zich sterker dan voorheen te ontplooien als een wapen die zich zijn","['geeft de internationale', 'de vredes- en ordehandhavers', 'ze behoren te']","['biedt de', 'een wapen', 'zich']",10,15.0,1,"[0.782608695652174, 0.7857142857142857, 0.8461538461538461]",0.8,nrc
60.0,seq60-0,small,"Alle zeilers met een kite Katja Roose (31), kitesurfster, nummer n van de wereldranglijst course racing, dat over vier jaar olympisch is: Kitesurfen is in de toekomst alleen maar belangrijker.  Ik denk zelfs dat het grootste deel van de zeilklassen dan is overgegaan op kites","Alle zeilers met een kite Katja Roose (31), kitesurfster, nummer n van de wereldranglijst <extra_id_0> vier jaar <extra_id_1> is in de toekomst alleen maar belangrijker. Ik denk zelfs dat het grootste deel van de zeilklassen dan is overgegaan op kites","Alle zeilers met een kite Katja Roose (31), kitesurfster, nummer n van de wereldranglijst van vier jaar De wereldranglijst is in de toekomst alleen maar belangrijker. Ik denk zelfs dat het grootste deel van de zeilklassen dan is overgegaan op kites","['course racing', 'dat over', 'olympisch is: Kitesurfen']","['van', 'De wereldranglijst']",7,15.0,1,"[0.8461538461538461, 0.8888888888888888]",0.87,nrc
61.0,seq61-0,small,"Soms denk ik nog wel eens aan Joop Waasdorp en de tijd dat hij regelmatig caf Scheltema bezocht, toen het nog een journalistencaf was en de Nieuwezijds Voorburgwal de Fleetstreet van Amsterdam.  Het was een leuke, dwarse man, wars van elke politieke correctheid, die dan ook, geheel tegen de tijdgeest in, op een dag besloot op de Boerenpartij te gaan stemmen","Soms denk ik nog wel eens aan Joop Waasdorp en de tijd dat hij regelmatig caf Scheltema bezocht, toen het nog een journalistencaf was en de Nieuwezijds Voorburgwal de <extra_id_0> Het was een leuke, dwarse man, wars van elke politieke correctheid, die dan ook, geheel tegen de tijdgeest <extra_id_1> dag besloot op de <extra_id_2> stemmen","Soms denk ik nog wel eens aan Joop Waasdorp en de tijd dat hij regelmatig caf Scheltema bezocht, toen het nog een journalistencaf was en de Nieuwezijds Voorburgwal de Het was een leuke, dwarse man, wars van elke politieke correctheid, die dan ook, geheel tegen de tijdgeest de hele dag besloot op de politieke stemmen","['Fleetstreet van Amsterdam.', 'in', 'op een', 'Boerenpartij te gaan']","['', 'de hele', 'politieke']",9,15.0,1,"[1.0, 1.0, 0.7777777777777778]",0.93,nrc
62.0,seq62-0,small,Taboe op discriminatie MINDERHEDENBELEID heet nu investeren in een interculturele samenleving.  Zo wil het nieuwe regeerakkoord het tenminste,Taboe op discriminatie MINDERHEDENBELEID heet nu investeren in een interculturele samenleving. Zo wil het <extra_id_0> tenminste,Taboe op discriminatie MINDERHEDENBELEID heet nu investeren in een interculturele samenleving. Zo wil het zich tenminste,['nieuwe regeerakkoord het'],['zich'],3,15.0,1,[0.9166666666666666],0.92,nrc
63.0,seq63-0,small,Twee genocideverdachten toch uitgeleverd aan Rwanda De uitleveringszaak sleept al jaren voort.  Nu worden de twee aan Rwanda overgedragen,Twee genocideverdachten toch uitgeleverd aan Rwanda De uitleveringszaak sleept al jaren voort. Nu worden de twee <extra_id_0>,Twee genocideverdachten toch uitgeleverd aan Rwanda De uitleveringszaak sleept al jaren voort. Nu worden de twee genocideverdachten uitgeleverd.,['aan Rwanda overgedragen'],['uitgeleverd.'],3,15.0,1,[0.8260869565217391],0.83,nrc
64.0,seq64-0,small,"Duurzaamheid KLM adverteert veel over de eigen duurzaamheid, met het gebruik van biobrandstof als n van de pijlers.  In werkelijkheid is ","Duurzaamheid KLM adverteert veel over de eigen duurzaamheid, met het gebruik van biobrandstof als <extra_id_0> pijlers. In werkelijkheid is","Duurzaamheid KLM adverteert veel over de eigen duurzaamheid, met het gebruik van biobrandstof als enige van de belangrijkste pijlers. In werkelijkheid is",['n van de'],['enige van de belangrijkste'],3,15.0,1,[0.6923076923076923],0.69,nrc
65.0,seq65-0,small,"Nieuwe toepassingen kloontechniek De techniek van het klonen ontwikkelt zich snel.  Biotechbedrijven zijn opgetogen, maar de techniek veroorzaakt veel opschudding","Nieuwe toepassingen kloontechniek De <extra_id_0> klonen ontwikkelt zich snel. Biotechbedrijven zijn opgetogen, maar de techniek veroorzaakt veel opschudding","Nieuwe toepassingen kloontechniek De techniek klonen ontwikkelt zich snel. Biotechbedrijven zijn opgetogen, maar de techniek veroorzaakt veel opschudding",['techniek van het'],['techniek'],3,15.0,1,[0.5],0.5,nrc
