,Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Masking percentage,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
41,seq41-0,large,"In iedereen schuilt een Lucifer Misschien is de verbeelding van de banaliteit van het kwaad wel de grootste uitdaging van de literatuur.  Maar dat het raadsel van het kwaad wordt opgelost, daarvoor hoeft niemand bang te zijn, stelt Arnold Heumakers vast na lezing van sthetik des Bsen",In iedereen schuilt een Lucifer Misschien is de verbeelding van de banaliteit van het kwaad wel de grootste uitdaging van de literatuur. Maar dat het raadsel van het kwaad <extra_id_0> niemand <extra_id_1> stelt Arnold Heumakers vast na lezing van sthetik des Bsen,"In iedereen schuilt een Lucifer Misschien is de verbeelding van de banaliteit van het kwaad wel de grootste uitdaging van de literatuur. Maar dat het raadsel van het kwaad nog niemand kent, stelt Arnold Heumakers vast na lezing van sthetik des Bsen","['wordt opgelost', 'daarvoor hoeft', 'bang te zijn,']","['nog', 'kent,']",7,15,1,"[0.8571428571428571, 0.9285714285714286]",0.89
42,seq42-0,large,`Laat eigen net voor publieke omroepen los' Programma's van publieke omroepen moeten voortaan op alle drie de netten kunnen worden uitgezonden.  Omroepen hebben dan geen eigen net meer,`Laat eigen net voor publieke omroepen los' Programma's van publieke omroepen moeten voortaan op alle drie de netten kunnen worden uitgezonden. Omroepen <extra_id_0> net meer,`Laat eigen net voor publieke omroepen los' Programma's van publieke omroepen moeten voortaan op alle drie de netten kunnen worden uitgezonden. Omroepen hebben geen eigen net meer,['hebben dan geen eigen'],['hebben geen eigen'],4,15,1,[0.19047619047619047],0.19
43,seq43-0,large,In Greendale gebeurt nooit wat Vorig jaar maakte Neil Young een veelgeroemd conceptalbum over het fictieve dorpje Greendale.  De muziek heeft hij nu van film voorzien,In Greendale gebeurt nooit wat Vorig jaar maakte Neil Young een veelgeroemd conceptalbum over het fictieve dorpje Greendale. De muziek <extra_id_0> film voorzien,In Greendale gebeurt nooit wat Vorig jaar maakte Neil Young een veelgeroemd conceptalbum over het fictieve dorpje Greendale. De muziek werd van een film voorzien,['heeft hij nu van'],['werd van een'],4,15,1,[0.6875],0.69
45,seq45-0,large,"Berlusconi moet aartsrivaal betalen De Italiaanse premier Silvio Berlusconi moet een schadevergoeding van 560 miljoen euro betalen aan zijn zakelijke aartsrivaal Carlo De Benedetti.  De rechtbank in Milaan bevestigde daarmee dat de Italiaanse premier in 1991 een rechter heeft omgekocht, om zich Mondadori toe te eigenen, de grootste uitgeverij Itali","Berlusconi moet aartsrivaal betalen De Italiaanse premier Silvio Berlusconi moet een schadevergoeding van 560 miljoen <extra_id_0> zijn zakelijke aartsrivaal Carlo De Benedetti. De rechtbank <extra_id_1> bevestigde daarmee dat de Italiaanse premier in 1991 een rechter heeft omgekocht, om zich Mondadori <extra_id_2> de grootste uitgeverij Itali","Berlusconi moet aartsrivaal betalen De Italiaanse premier Silvio Berlusconi moet een schadevergoeding van 560 miljoen euro betalen aan zijn zakelijke aartsrivaal Carlo De Benedetti. De rechtbank van Rome bevestigde daarmee dat de Italiaanse premier in 1991 een rechter heeft omgekocht, om zich Mondadori te veroordelen als de grootste uitgeverij Itali","['euro betalen aan', 'in Milaan', 'toe te eigenen,']","['euro betalen aan', 'van Rome', 'te veroordelen als']",8,15,1,"[0.0, 0.8888888888888888, 0.6666666666666666]",0.52
46,seq46-0,large,"Een meerderheid van de burgers in de wereld heeft geen vertrouwen in politieke leiders.  Dit blijkt uit de Gallup-enqute `De stem van het volk', die is uitgevoerd in opdracht van het Wereld Economisch Forum","Een meerderheid van de burgers in <extra_id_0> heeft geen vertrouwen in politieke leiders. Dit blijkt uit de Gallup-enqute <extra_id_1> het volk', die is uitgevoerd in opdracht van het Wereld Economisch Forum","Een meerderheid van de burgers in Nederland heeft geen vertrouwen in politieke leiders. Dit blijkt uit de Gallup-enqute 'De politiek van het volk', die is uitgevoerd in opdracht van het Wereld Economisch Forum","['de wereld', '`De stem van']","['Nederland', ""'De politiek van""]",5,15,1,"[0.6666666666666666, 0.4375]",0.55
47,seq47-0,large,De olympische lobby kent geen grenzen In Kopenhagen wordt morgen besloten welke stad de Olympische Spelen van 2016 mag organiseren.  Chicago is favoriet,De olympische lobby kent geen grenzen In Kopenhagen <extra_id_0> welke stad de Olympische Spelen van 2016 mag organiseren. Chicago is favoriet,De olympische lobby kent geen grenzen In Kopenhagen wordt beslist welke stad de Olympische Spelen van 2016 mag organiseren. Chicago is favoriet,['wordt morgen besloten'],['wordt beslist'],3,15,1,[0.5238095238095238],0.52
48,seq48-0,large,"Clinton had bloedprop achter rechteroor, zal volledig herstellen Clinton in juli van dit jaar.  Foto AFP / Karen Bleier De bloedprop die gevonden is bij Hillary Clinton zit tussen haar hersenen en schedel, achter het rechteroor","Clinton <extra_id_0> rechteroor, zal <extra_id_1> Clinton in juli van dit jaar. Foto AFP / Karen Bleier De bloedprop die gevonden is bij Hillary Clinton zit tussen haar hersenen en schedel, achter het rechteroor","Clinton achter het rechteroor, zal van Hillary Clinton in juli van dit jaar. Foto AFP / Karen Bleier De bloedprop die gevonden is bij Hillary Clinton zit tussen haar hersenen en schedel, achter het rechteroor","['had bloedprop achter', 'volledig herstellen']","['achter het', 'van Hillary']",5,15,1,"[0.7, 0.8421052631578947]",0.77
49,seq49-0,large,"Het was een slecht jaar voor de Europese banken, maar gelukkig ook weer niet zo heel slecht.  Geen enkele beursgenoteerde bank viel om, hoewel twee Duitse banken, Schmidt Bank en Bankgesellschaft Berlin, op de rand van de afgrond stonden","Het was een slecht jaar voor de Europese banken, maar gelukkig ook weer niet zo heel slecht. Geen enkele beursgenoteerde bank viel om, hoewel twee Duitse banken, Schmidt Bank en Bankgesellschaft Berlin, <extra_id_0> van <extra_id_1>","Het was een slecht jaar voor de Europese banken, maar gelukkig ook weer niet zo heel slecht. Geen enkele beursgenoteerde bank viel om, hoewel twee Duitse banken, Schmidt Bank en Bankgesellschaft Berlin, het van de beurs hebben...","['op de rand', 'de afgrond stonden']","['het', 'hebben...']",6,15,1,"[0.9, 0.8888888888888888]",0.89
51,seq51-0,large,"Wat rechercheurs niet lukte, kreeg tolk voor elkaar (Gerectificeerd) Een politietolk werkte mee aan grote onderzoeken naar Turkse georganiseerde misdaad.  Zelfs nadat hij door de AIVD was bestempeld als onbetrouwbaar","Wat rechercheurs niet lukte, kreeg tolk <extra_id_0> politietolk werkte mee aan grote onderzoeken naar Turkse georganiseerde misdaad. Zelfs nadat hij door de AIVD was bestempeld als onbetrouwbaar","Wat rechercheurs niet lukte, kreeg tolk De politietolk werkte mee aan grote onderzoeken naar Turkse georganiseerde misdaad. Zelfs nadat hij door de AIVD was bestempeld als onbetrouwbaar",['voor elkaar (Gerectificeerd) Een'],['De'],4,15,1,[0.96875],0.97
52,seq52-0,large,"Doden door Zweedse band Het gebruik van de Zweedse band (vastbinden) in de gehandicaptenzorg is ,, beneden de maat''","Doden <extra_id_0> Het gebruik van de Zweedse band (vastbinden) in de gehandicaptenzorg is ,, beneden de maat''","Doden Het gebruik van de Zweedse band (vastbinden) in de gehandicaptenzorg is ,, beneden de maat''",['door Zweedse band'],[''],3,15,1,[1.0],1.0
53,seq53-0,large,"Goed hoor, dat je hardloopt.  Maar je baas wordt gek van de blessures Ziekteverzuim is te makkelijk in Nederland, zo vindt Kamerlid Anoushka Schut-Welkzijn (VVD)","Goed hoor, dat je hardloopt. Maar je baas wordt gek <extra_id_0> is te makkelijk in Nederland, zo vindt Kamerlid Anoushka Schut-Welkzijn (VVD)","Goed hoor, dat je hardloopt. Maar je baas wordt gek van. Het is te makkelijk in Nederland, zo vindt Kamerlid Anoushka Schut-Welkzijn (VVD)",['van de blessures Ziekteverzuim'],['van. Het'],4,15,1,[0.8],0.8
54,seq54-0,large,Duitsland Binnen een week werden bij de Duitse natuurorganisatie Nabu 20. 000 dode of zieke pimpelmezen geregistreerd,Duitsland Binnen een week werden bij de Duitse natuurorganisatie Nabu 20. 000 dode of <extra_id_0>,Duitsland Binnen een week werden bij de Duitse natuurorganisatie Nabu 20. 000 dode of verbrande,['zieke pimpelmezen geregistreerd'],['verbrande'],3,15,1,[0.9032258064516129],0.9
55,seq55-0,large,"Banken benaderen klanten actief om hypotheek open te breken Om te voorkomen dat klanten weglopen, bieden banken klanten actief aan om de rente op hun hypotheek te verlagen.  Dat melden diverse hypotheekverstrekkers desgevraagd","Banken benaderen klanten actief om hypotheek <extra_id_0> breken Om te voorkomen dat klanten weglopen, bieden banken klanten actief aan om de rente op hun hypotheek te verlagen. Dat melden <extra_id_1>","Banken benaderen klanten actief om hypotheek af te breken Om te voorkomen dat klanten weglopen, bieden banken klanten actief aan om de rente op hun hypotheek te verlagen. Dat melden de banken.","['open te', 'diverse hypotheekverstrekkers desgevraagd']","['af te', 'banken.']",5,15,1,"[0.5714285714285714, 0.9512195121951219]",0.76
56,seq56-0,large,"Adviesraad kraakt energiebeleid Rijk Het Nederlandse energiebeleid faalt door een gebrek aan visie bij de overheid.  De situatie is zorgelijk, zo stelt de Raad voor Ruimtelijk, Milieu- en Natuuronderzoek (RMNO)","Adviesraad kraakt energiebeleid Rijk Het Nederlandse energiebeleid faalt door een gebrek aan visie bij <extra_id_0> is zorgelijk, zo stelt de Raad voor Ruimtelijk, Milieu- en Natuuronderzoek (RMNO)","Adviesraad kraakt energiebeleid Rijk Het Nederlandse energiebeleid faalt door een gebrek aan visie bij de overheid. Dat is zorgelijk, zo stelt de Raad voor Ruimtelijk, Milieu- en Natuuronderzoek (RMNO)",['de overheid. De situatie'],['de overheid. Dat'],4,15,1,[0.3333333333333333],0.33
57,seq57-0,large,"AZ en Ajax verkleinen achterstand AZ is dankzij een gemakkelijke overwinning op FC Twente dit weekeinde twee punten ingelopen op lijstaanvoerder PSV, dat gelijkspeelde bij Feyenoord.  De Alkmaarse voetbalploeg, tweede in de competitie, wist zoals zo vaak dit seizoen ","AZ en Ajax verkleinen achterstand AZ is dankzij een gemakkelijke overwinning op FC Twente dit weekeinde twee punten ingelopen op lijstaanvoerder PSV, dat gelijkspeelde bij Feyenoord. <extra_id_0> tweede in de competitie, wist zoals zo <extra_id_1>","AZ en Ajax verkleinen achterstand AZ is dankzij een gemakkelijke overwinning op FC Twente dit weekeinde twee punten ingelopen op lijstaanvoerder PSV, dat gelijkspeelde bij Feyenoord. Ajax, tweede in de competitie, wist zoals zo vaak te...","['De Alkmaarse voetbalploeg,', 'vaak dit seizoen']","['Ajax,', 'te...']",6,15,1,"[0.8846153846153846, 0.875]",0.88
58,seq58-0,large,Endemol lijft weer tv-maker in VS in Endemol breidt opnieuw uit in de Verenigde Staten.  Het Nederlandse mediabedrijf nam gisteren Authentic Entertainment over,Endemol lijft weer tv-maker in VS in Endemol breidt opnieuw uit in de Verenigde Staten. <extra_id_0> nam gisteren Authentic Entertainment over,Endemol lijft weer tv-maker in VS in Endemol breidt opnieuw uit in de Verenigde Staten. De maker nam gisteren Authentic Entertainment over,['Het Nederlandse mediabedrijf'],['De maker'],3,15,1,[0.7857142857142857],0.79
59,seq59-0,large,"De chaos op de grond zal er niet meteen door verdwijnen, maar al bij al stemt de resolutie tot enig optimisme.  Ze biedt het Iraakse volk de mogelijkheid een staat op te bouwen, vermindert de overheersende invloed van de Amerikaanse militairen en geeft de internationale troepenmacht de gelegenheid zich sterker dan voorheen te ontplooien als de vredes- en ordehandhavers die ze behoren te zijn","De chaos op de grond zal er niet meteen door verdwijnen, maar al bij al stemt de resolutie tot enig optimisme. Ze biedt het Iraakse volk de mogelijkheid een staat op te bouwen, vermindert de overheersende invloed van de Amerikaanse militairen en <extra_id_0> troepenmacht de gelegenheid zich sterker dan voorheen te ontplooien als <extra_id_1> die <extra_id_2> zijn","De chaos op de grond zal er niet meteen door verdwijnen, maar al bij al stemt de resolutie tot enig optimisme. Ze biedt het Iraakse volk de mogelijkheid een staat op te bouwen, vermindert de overheersende invloed van de Amerikaanse militairen en biedt de Iraakse troepenmacht de gelegenheid zich sterker dan voorheen te ontplooien als een eenheid die zich moet gaan zijn","['geeft de internationale', 'de vredes- en ordehandhavers', 'ze behoren te']","['biedt de Iraakse', 'een eenheid', 'zich moet gaan']",10,15,1,"[0.6086956521739131, 0.7142857142857143, 0.7857142857142857]",0.7
60,seq60-0,large,"Alle zeilers met een kite Katja Roose (31), kitesurfster, nummer n van de wereldranglijst course racing, dat over vier jaar olympisch is: Kitesurfen is in de toekomst alleen maar belangrijker.  Ik denk zelfs dat het grootste deel van de zeilklassen dan is overgegaan op kites","Alle zeilers met een kite Katja Roose (31), kitesurfster, nummer n van de wereldranglijst <extra_id_0> vier jaar <extra_id_1> is in de toekomst alleen maar belangrijker. Ik denk zelfs dat het grootste deel van de zeilklassen dan is overgegaan op kites","Alle zeilers met een kite Katja Roose (31), kitesurfster, nummer n van de wereldranglijst zei al vier jaar lang: Het is in de toekomst alleen maar belangrijker. Ik denk zelfs dat het grootste deel van de zeilklassen dan is overgegaan op kites","['course racing', 'dat over', 'olympisch is: Kitesurfen']","['zei al', 'lang: Het']",7,15,1,"[0.8461538461538461, 0.7777777777777778]",0.81
61,seq61-0,large,"Soms denk ik nog wel eens aan Joop Waasdorp en de tijd dat hij regelmatig caf Scheltema bezocht, toen het nog een journalistencaf was en de Nieuwezijds Voorburgwal de Fleetstreet van Amsterdam.  Het was een leuke, dwarse man, wars van elke politieke correctheid, die dan ook, geheel tegen de tijdgeest in, op een dag besloot op de Boerenpartij te gaan stemmen","Soms denk ik nog wel eens aan Joop Waasdorp en de tijd dat hij regelmatig caf Scheltema bezocht, toen het nog een journalistencaf was en de Nieuwezijds Voorburgwal de <extra_id_0> Het was een leuke, dwarse man, wars van elke politieke correctheid, die dan ook, geheel tegen de tijdgeest <extra_id_1> dag besloot op de <extra_id_2> stemmen","Soms denk ik nog wel eens aan Joop Waasdorp en de tijd dat hij regelmatig caf Scheltema bezocht, toen het nog een journalistencaf was en de Nieuwezijds Voorburgwal de enige krantenwinkel. Het was een leuke, dwarse man, wars van elke politieke correctheid, die dan ook, geheel tegen de tijdgeest in, een dag besloot op de verkiezingen te stemmen","['Fleetstreet van Amsterdam.', 'in', 'op een', 'Boerenpartij te gaan']","['enige krantenwinkel.', 'in, een', 'verkiezingen te']",9,15,1,"[0.8076923076923077, 0.7142857142857143, 0.8]",0.77
62,seq62-0,large,Taboe op discriminatie MINDERHEDENBELEID heet nu investeren in een interculturele samenleving.  Zo wil het nieuwe regeerakkoord het tenminste,Taboe op discriminatie MINDERHEDENBELEID heet nu investeren in een interculturele samenleving. Zo wil het <extra_id_0> tenminste,Taboe op discriminatie MINDERHEDENBELEID heet nu investeren in een interculturele samenleving. Zo wil het kabinet tenminste,['nieuwe regeerakkoord het'],['kabinet'],3,15,1,[0.875],0.88
63,seq63-0,large,Twee genocideverdachten toch uitgeleverd aan Rwanda De uitleveringszaak sleept al jaren voort.  Nu worden de twee aan Rwanda overgedragen,Twee genocideverdachten toch uitgeleverd aan Rwanda De uitleveringszaak sleept al jaren voort. Nu worden de twee <extra_id_0>,Twee genocideverdachten toch uitgeleverd aan Rwanda De uitleveringszaak sleept al jaren voort. Nu worden de twee genocid...,['aan Rwanda overgedragen'],['genocid...'],3,15,1,[0.8695652173913043],0.87
64,seq64-0,large,"Duurzaamheid KLM adverteert veel over de eigen duurzaamheid, met het gebruik van biobrandstof als n van de pijlers.  In werkelijkheid is ","Duurzaamheid KLM adverteert veel over de eigen duurzaamheid, met het gebruik van biobrandstof als <extra_id_0> pijlers. In werkelijkheid is","Duurzaamheid KLM adverteert veel over de eigen duurzaamheid, met het gebruik van biobrandstof als een van de pijlers. In werkelijkheid is",['n van de'],['een van de'],3,15,1,[0.2],0.2
65,seq65-0,large,"Nieuwe toepassingen kloontechniek De techniek van het klonen ontwikkelt zich snel.  Biotechbedrijven zijn opgetogen, maar de techniek veroorzaakt veel opschudding","Nieuwe toepassingen kloontechniek De <extra_id_0> klonen ontwikkelt zich snel. Biotechbedrijven zijn opgetogen, maar de techniek veroorzaakt veel opschudding","Nieuwe toepassingen kloontechniek De techniek van klonen ontwikkelt zich snel. Biotechbedrijven zijn opgetogen, maar de techniek veroorzaakt veel opschudding",['techniek van het'],['techniek van'],3,15,1,[0.25],0.25
