Sequence id,Model size,Input sequence (ground truth),Input sequence (masked),Model output sequence,Masked tokens,Filled tokens,Number of masked tokens,Duplicate count,Levenshtein distances,Levenshtein distance (avg)
seq62-0,large,Jaarlijks publiceren Nederlandse wetenschappers 172 duizend onderzoeken. In deze rubriek een greep uit de ontdekkingen die bijna onopgemerkt waren gebleven.,Jaarlijks publiceren Nederlandse wetenschappers <extra_id_0> In deze rubriek een greep uit de ontdekkingen die bijna onopgemerkt waren gebleven.,Jaarlijks publiceren Nederlandse wetenschappers In deze rubriek een greep uit de ontdekkingen die bijna onopgemerkt waren gebleven.,['172 duizend onderzoeken.'],[''],3,8,[1.0],1.0
seq63-0,large,en De rubriek Beeldvormers onderzoekt hoe een foto onze kijk op de werkelijkheid bepaalt. Deze week:,en De rubriek Beeldvormers onderzoekt hoe een foto onze kijk op de <extra_id_0> Deze week:,en De rubriek Beeldvormers onderzoekt hoe een foto onze kijk op de winkel. Deze week:,['werkelijkheid bepaalt.'],['winkel.'],2,8,[0.7272727272727273],0.73
seq64-0,large,"; di t/m zo 11-17u. Tel. 013-5438300 (www.depont.nl). Utrecht, Centraal Museum (Nicolaaskerkhof 10):",; di t/m zo 11-17u. Tel. 013-5438300 (www.depont.nl). <extra_id_0> Museum (Nicolaaskerkhof 10):,; di t/m zo 11-17u. Tel. 013-5438300 (www.depont.nl). The National Museum (Nicolaaskerkhof 10):,"['Utrecht', 'Centraal']",['The National'],2,8,[0.9166666666666666],0.92
seq65-0,large,van de dagelijkse 4 uur Nieuwsbreak. In deze rubriek nemen we met een interessant persoon het nieuws van de dag door.,van de dagelijkse 4 uur Nieuwsbreak. In deze rubriek nemen we <extra_id_0> persoon het nieuws van de dag door.,van de dagelijkse 4 uur Nieuwsbreak. In deze rubriek nemen we de persoon het nieuws van de dag door.,['met een interessant'],['de'],3,8,[0.9473684210526315],0.95
seq66-0,large,Sportverslaggevers Marije Randewijk en Mark Misrus reizen mee in de wielerkaravaan en voorspellen dagelijks de uitkomst van de volgende etappe.,Sportverslaggevers Marije Randewijk en Mark Misrus reizen mee in de wielerkaravaan en voorspellen dagelijks de uitkomst van <extra_id_0>,Sportverslaggevers Marije Randewijk en Mark Misrus reizen mee in de wielerkaravaan en voorspellen dagelijks de uitkomst van de spel.,['de volgende etappe.'],['spel.'],3,8,[0.8947368421052632],0.89
seq67-0,large,Met het ontslag van directeur James Comey heeft Donald Trump de oorlog verklaard aan de FBI. En dat zal hij weten ook. De organisatie slaat altijd meteen terug.,Met het ontslag van directeur James Comey heeft Donald Trump de oorlog verklaard aan de FBI. En dat zal hij weten ook. De organisatie slaat <extra_id_0>,Met het ontslag van directeur James Comey heeft Donald Trump de oorlog verklaard aan de FBI. En dat zal hij weten ook. De organisatie slaat het niet.,['altijd meteen terug.'],['niet.'],4,8,[0.8],0.8
seq68-0,large,| De Volkskrant Denkfouten in het hedendaags ontwerp gefileerd door innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,| De <extra_id_0> het hedendaags ontwerp gefileerd door innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,| De ze week: het hedendaags ontwerp gefileerd door innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,['Volkskrant Denkfouten in'],['ze week:'],3,8,[0.875],0.88
seq69-0,large,"7 van de dagelijkse 4 Uur Nieuwsbreak. In deze rubriek nemen we iedere dag met een interessant, bekend persoon het nieuws van de dag door.",7 van de dagelijkse 4 Uur Nieuwsbreak. In deze rubriek nemen we iedere <extra_id_0> bekend persoon het nieuws van de dag door.,7 van de dagelijkse 4 Uur Nieuwsbreak. In deze rubriek nemen we iedere en bekend persoon het nieuws van de dag door.,"['dag met een interessant,']",['en'],4,8,[0.9166666666666666],0.92
seq70-0,large,"en Kookboekenmaker, kok en illustrator Yvette van Boven maakt een seizoensrecept plus een recept om de restjes op te maken. Deze week:","en Kookboekenmaker, <extra_id_0> Yvette van Boven maakt een seizoensrecept plus een recept om de restjes op te maken. Deze week:","en Kookboekenmaker, en Yvette van Boven maakt een seizoensrecept plus een recept om de restjes op te maken. Deze week:",['kok en illustrator'],['en'],3,8,[0.8888888888888888],0.89
seq71-0,large,Deze zomer kiest de Volkskrant voor u. We selecteren iedere week 10 onmisbare attributen. Deze week:,Deze zomer kiest de Volkskrant voor u. We selecteren <extra_id_0> 10 onmisbare attributen. Deze week:,Deze zomer kiest de Volkskrant voor u. We selecteren u 10 onmisbare attributen. Deze week:,['iedere week'],['u'],2,8,[1.0],1.0
seq72-0,large,"Mamma Mia!, reisproductie van Van den Ende-musical met liedjes in de vertaling van Coot van Doesburg.","Mamma Mia!, reisproductie van Van den Ende-musical met <extra_id_0> de vertaling van Coot van Doesburg.","Mamma Mia!, reisproductie van Van den Ende-musical met ook de vertaling van Coot van Doesburg.",['liedjes in'],['ook'],2,7,[1.0],1.0
seq73-0,large,"is gemaakt volgens het collodiumproced. Bij die methode, daterend uit de periode 1850- 1880, wordt ter plekke een aluminiumplaat of glasplaat gecoat met een laagje zilver. Daarop wordt de foto genomen. Het is een bewerkelijk en moeilijk proced dat de laatste jaren weer in opkomst is.","is gemaakt volgens het collodiumproced. Bij die methode, daterend uit de periode 1850- 1880, wordt ter plekke een aluminiumplaat of glasplaat gecoat met een laagje zilver. Daarop wordt de foto <extra_id_0> bewerkelijk en moeilijk proced dat <extra_id_1> weer in opkomst is.","is gemaakt volgens het collodiumproced. Bij die methode, daterend uit de periode 1850- 1880, wordt ter plekke een aluminiumplaat of glasplaat gecoat met een laagje zilver. Daarop wordt de foto gegeven door een bewerkelijk en moeilijk proced dat er weer in opkomst is.","['genomen. Het is een', 'de laatste jaren']","['gegeven door een', 'er']",7,7,"[0.5263157894736842, 0.875]",0.7
seq74-0,large,"5 van de dagelijkse 4 Uur Nieuwsbreak. In deze rubriek nemen we iedere dag met een interessant, bekend persoon het nieuws van de dag door.","5 van de <extra_id_0> In deze rubriek nemen we iedere dag met een interessant, bekend persoon het nieuws van de dag door.","5 van de dag. In deze rubriek nemen we iedere dag met een interessant, bekend persoon het nieuws van de dag door.",['dagelijkse 4 Uur Nieuwsbreak.'],['dag.'],4,7,[0.8620689655172413],0.86
seq75-0,large,"NL2025, een maatschappelijk initiatief van kopstukken uit het bedrijfsleven, cultuur, sport en wetenschap dat ideen en mensen bijeen wil brengen voor een 'een betere toekomst van Nederland'.","NL2025, een maatschappelijk initiatief van <extra_id_0> cultuur, sport en wetenschap dat ideen en mensen bijeen wil brengen voor een 'een betere toekomst van Nederland'.","NL2025, een maatschappelijk initiatief van het cultuur, sport en wetenschap dat ideen en mensen bijeen wil brengen voor een 'een betere toekomst van Nederland'.","['kopstukken uit het bedrijfsleven,']",['het'],4,7,[0.9090909090909091],0.91
seq76-0,large,Erik van den Berg deelt dagelijks een opmerkelijk fragment uit zijn verzameling historische dagboeken.,Erik van den Berg deelt dagelijks een opmerkelijk fragment <extra_id_0> verzameling historische dagboeken.,Erik van den Berg deelt dagelijks een opmerkelijk fragment van verzameling historische dagboeken.,['uit zijn'],['van'],2,7,[0.875],0.88
seq77-0,large,Beeld Adriaan van der Ploeg Elke week een portret van een kind in haar of zijn slaapkamer. Vandaag:,<extra_id_0> der Ploeg Elke week een portret van een kind in haar of zijn slaapkamer. Vandaag:,van der Ploeg Elke week een portret van een kind in haar of zijn slaapkamer. Vandaag:,['Beeld Adriaan van'],['van'],3,7,[0.8235294117647058],0.82
seq78-0,large,"Caspar Janssen loopt een jaar lang door Nederland en brengt al doende het landschap in kaart, en daarmee de planten, dieren, mensen en kwesties van het Nederlandse land.","Caspar Janssen loopt een jaar lang <extra_id_0> al doende het landschap in kaart, en daarmee de planten, dieren, mensen en kwesties van het Nederlandse land.","Caspar Janssen loopt een jaar lang al doende het landschap in kaart, en daarmee de planten, dieren, mensen en kwesties van het Nederlandse land.",['door Nederland en brengt'],[''],4,7,[1.0],1.0
seq79-0,large,zijn de modeshows met de wintermode voor 2018-2019 in volle gang. Moderedacteur Bregje Lampe blogt dagelijks over de Show van de Dag. Vandaag:,zijn de modeshows met de wintermode voor 2018-2019 in volle gang. Moderedacteur Bregje Lampe blogt dagelijks over de Show van <extra_id_0>,zijn de modeshows met de wintermode voor 2018-2019 in volle gang. Moderedacteur Bregje Lampe blogt dagelijks over de Show van de Wintermode.,['de Dag. Vandaag:'],['Wintermode.'],3,7,[0.9375],0.94
seq80-0,large,aangehouden omdat de politie de grootte van zijn auto in combinatie met zijn huidskleur verdacht vond.,<extra_id_0> de politie de grootte van zijn auto in combinatie met zijn huidskleur verdacht vond.,zijn huidskleur de politie de grootte van zijn auto in combinatie met zijn huidskleur verdacht vond.,['aangehouden omdat'],['zijn huidskleur'],2,7,[0.8823529411764706],0.88
seq81-0,large,"van de dagelijkse rubriek 4 Uur Nieuwsbreak. In deze rubriek nemen we iedere dag met een interessant, bekend persoon het nieuws van de dag door.","van de dagelijkse rubriek 4 Uur Nieuwsbreak. In deze rubriek nemen we iedere dag met een interessant, <extra_id_0> van de dag door.","van de dagelijkse rubriek 4 Uur Nieuwsbreak. In deze rubriek nemen we iedere dag met een interessant, eigen en eigen aanrader van de dag door.",['bekend persoon het nieuws'],['eigen en eigen aanrader'],4,7,[0.8],0.8
seq82-0,large,"s Kookboekenmaker, kok en illustrator Yvette van Boven maakt een seizoensrecept plus een recept om de restjes op te maken. Deze week:","s Kookboekenmaker, kok en illustrator Yvette van Boven maakt een <extra_id_0> recept om de restjes op te maken. Deze week:","s Kookboekenmaker, kok en illustrator Yvette van Boven maakt een zeer snelle recept om de restjes op te maken. Deze week:",['seizoensrecept plus een'],['zeer snelle'],3,7,[0.782608695652174],0.78
seq83-0,large,"? Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Vandaag:","? <extra_id_0> vaak razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Vandaag:","? Wij proberen vaak razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Vandaag:",['Berichten verspreiden zich'],['Wij proberen'],3,7,[0.7692307692307693],0.77
seq84-0,large,en Denkfouten in hedendaags ontwerp gefileerd door innovatie-expert (en cabaretier) Jasper van Kuijk. Deze week:,en Denkfouten in hedendaags ontwerp gefileerd door innovatie-expert (en cabaretier) <extra_id_0> Kuijk. Deze week:,en Denkfouten in hedendaags ontwerp gefileerd door innovatie-expert (en cabaretier) Jan Kuijk. Deze week:,['Jasper van'],['Jan'],2,7,[0.7],0.7
seq85-0,large,"et werken van Hans Holbein de Jonge, Quinten Massys en Albrecht Drer, t/m 8 februari; Uit de collectie Ploos van Amstel Knoef, selectie Nederlandse tekeningen 1780-1860","et werken van Hans Holbein de Jonge, Quinten Massys en Albrecht Drer, t/m 8 februari; Uit de <extra_id_0> Knoef, selectie Nederlandse tekeningen 1780-1860","et werken van Hans Holbein de Jonge, Quinten Massys en Albrecht Drer, t/m 8 februari; Uit de bibliotheek van Jan Knoef, selectie Nederlandse tekeningen 1780-1860",['collectie Ploos van Amstel'],['bibliotheek van Jan'],4,7,[0.6923076923076923],0.69
seq86-0,large,De beste films en interessantste programma's uit het televisieaanbod van dit weekeinde. Met onder meer,De beste films en interessantste <extra_id_0> het televisieaanbod van dit weekeinde. Met onder meer,De beste films en interessantste televisieaanbod van het televisieaanbod van dit weekeinde. Met onder meer,"['""programma\'s uit""']",['televisieaanbod van'],2,7,[0.9473684210526315],0.95
seq87-0,large,"resultaten van het schilderijenonderzoek naar Rotsen bij Villerville-sur-mer van Charles-Franois Daubigny, t/m 23/1",resultaten van het schilderijenonderzoek naar Rotsen bij Villerville-sur-mer van Charles-Franois <extra_id_0> 23/1,resultaten van het schilderijenonderzoek naar Rotsen bij Villerville-sur-mer van Charles-Franois -Bois 23/1,"['Daubigny', 't/m']",['-Bois'],2,7,[0.875],0.88
seq88-0,large,Schrijver Henk van Straten stapt elke week in de auto bij een min of meer bekende Nederlander. Een enkele keer neemt hij de tram. Deze week:,Schrijver <extra_id_0> elke week in de auto bij een min of meer bekende Nederlander. Een enkele keer neemt hij de tram. Deze week:,Schrijver komt elke week in de auto bij een min of meer bekende Nederlander. Een enkele keer neemt hij de tram. Deze week:,['Henk van Straten stapt'],['komt'],4,7,[0.9090909090909091],0.91
seq89-0,large,Aan een nieuwe woning toe? Of wil je juist gunstig verkopen? Bekijk hier hoeveel het modale huis in jouw woonplaats kostte in het,Aan een nieuwe woning toe? Of wil je juist gunstig verkopen? Bekijk hier hoeveel het <extra_id_0> jouw woonplaats kostte in het,Aan een nieuwe woning toe? Of wil je juist gunstig verkopen? Bekijk hier hoeveel het voor jouw woonplaats kostte in het,['modale huis in'],['voor'],3,7,[0.9285714285714286],0.93
seq90-0,large,' (+) Welke rol speelt afkomst in Nederland? Dat onderzoekt Robert Vuijsje in een reeks interviews.,' (+) Welke rol speelt afkomst in Nederland? Dat onderzoekt <extra_id_0> in een reeks interviews.,' (+) Welke rol speelt afkomst in Nederland? Dat onderzoekt het in een reeks interviews.,['Robert Vuijsje'],['het'],2,7,[0.8571428571428571],0.86
seq91-0,large,"Berichten verspreiden zich dankzij internet vaak razendsnel, of ze nu kloppen of niet. De Volkskrant gaat op zoek naar hele en halve onwaarheden en probeert de zin van de onzin te scheiden.","Berichten verspreiden zich dankzij internet vaak razendsnel, of ze <extra_id_0> De Volkskrant gaat op zoek naar hele en halve onwaarheden en probeert de zin van de onzin te scheiden.","Berichten verspreiden zich dankzij internet vaak razendsnel, of ze ker ook een zin. De Volkskrant gaat op zoek naar hele en halve onwaarheden en probeert de zin van de onzin te scheiden.",['nu kloppen of niet.'],['ker ook een zin.'],5,7,[0.7368421052631579],0.74
seq92-0,large,ste aflevering van een serie over honderd belangrijke Nederlanders van deze eeuw. De volgorde is chronologisch (op basis van geboortedatum). Onder het kopje Gepasseerd staan de namen van tijdgenoten die de tophonderd niet hebben bereikt.,ste aflevering van een serie over honderd belangrijke Nederlanders van deze eeuw. De volgorde is chronologisch (op basis van geboortedatum). Onder het kopje Gepasseerd staan <extra_id_0> die de tophonderd niet hebben bereikt.,ste aflevering van een serie over honderd belangrijke Nederlanders van deze eeuw. De volgorde is chronologisch (op basis van geboortedatum). Onder het kopje Gepasseerd staan een paar kopjes die de tophonderd niet hebben bereikt.,['de namen van tijdgenoten'],['een paar kopjes'],5,7,[0.75],0.75
seq93-0,large,en Jeanne Prisser bericht over wat zich afspeelt in de voorhoede van de beeldende kunst. Deze week:,en Jeanne Prisser bericht <extra_id_0> afspeelt in de voorhoede van de beeldende kunst. Deze week:,en Jeanne Prisser bericht en wat afspeelt in de voorhoede van de beeldende kunst. Deze week:,['over wat zich'],['en wat'],3,7,[0.6153846153846154],0.62
seq94-0,large,"0 van de dagelijkse 4 Uur Nieuwsbreak. In deze rubriek nemen we iedere dag met een interessant, bekend persoon het nieuws van de dag door.",0 van de dagelijkse 4 Uur Nieuwsbreak. In deze rubriek nemen we iedere <extra_id_0> bekend persoon het nieuws van de dag door.,0 van de dagelijkse 4 Uur Nieuwsbreak. In deze rubriek nemen we iedere en bekend persoon het nieuws van de dag door.,"['dag met een interessant,']",['en'],4,7,[0.9166666666666666],0.92
seq95-0,large,"oud-gevechtsvlieger Dieter Dengler ontmoette, wist hij meteen dat hij een film over hem zou maken. Het werden er twee:","oud-gevechtsvlieger Dieter Dengler ontmoette, <extra_id_0> dat hij een film over hem zou maken. Het werden er twee:","oud-gevechtsvlieger Dieter Dengler ontmoette, om dat hij een film over hem zou maken. Het werden er twee:",['wist hij meteen'],['om'],3,7,[0.9333333333333333],0.93
seq96-0,large,"Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin te scheiden. Vandaag:","Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin <extra_id_0>","Berichten verspreiden zich vaak razendsnel, of ze nu kloppen of niet. Wij proberen de zin van de onzin en de onzin.",['te scheiden. Vandaag:'],['onzin.'],3,7,[0.8571428571428571],0.86
